_id,INTERSECTION_ID,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,ID,X,Y,LONGITUDE,LATITUDE,OBJECTID,geometry,MID_BLOCK,POLICE_DIVISION_2,POLICE_DIVISION_3,ACTIVATION_DATE,SIDE2,CLIENT_STREET_2,CLIENT_STREET_1,SIDE1,MI_PRINX,PRIVATE_ACCESS,TCS,ADDITIONAL_INFO,POLICE_DIVISION_1,WARD_1,WARD_3,WARD_2,WARD_4,NAME,DISTRICT,RLC,MAIN
4801,13456952.0,Keele St,Lawrence Ave W,124,306567.974,4840967.7360000005,-79.478062,43.708659000000004,124,"{u'type': u'Point', u'coordinates': (-79.4780619981, 43.7086590072)}",,,,2017-08-11T04:00:00,,LAWRENCE AVE W,KEELE ST,LAWRENCE AVE W,124,,428,,12,York South-Weston(5),,,,Keele St And Lawrence Ave W,Etobicoke York,6134,KEELE ST
4802,13442651.0,Birchmount Rd,McNicoll Ave,125,319992.572,4852092.03,-79.31116800000001,43.808637,125,"{u'type': u'Point', u'coordinates': (-79.3111679979, 43.8086369999)}",,,,2017-08-11T04:00:00,,MCNICOLL AVE,BIRCHMOUNT RD,MCNICOLL AVE,125,,1413,,42,Scarborough-Agincourt(22),,,,Birchmount Rd And Mcnicoll Ave,Scarborough,6135,BIRCHMOUNT RD
4803,13442502.0,Finch Ave E,Middlefield Rd,126,324294.041,4852242.217,-79.257699,43.809888,126,"{u'type': u'Point', u'coordinates': (-79.2576989968, 43.8098879984)}",,,,2017-03-24T04:00:00,,MIDDLEFIELD RD,FINCH AVE E,MIDDLEFIELD RD,126,,1431,,42,Scarborough North(23),,,,Finch Ave E And Middlefield Rd,Scarborough,6136,FINCH AVE E
4804,13459022.0,Dixon Rd,Islington Ave,127,301033.24199999997,4839678.746,-79.54673100000001,43.697049,127,"{u'type': u'Point', u'coordinates': (-79.5467310031, 43.6970490024)}",,,,2017-12-19T05:00:00,,ISLINGTON AVE,DIXON RD,ISLINGTON AVE,127,,434,,23,Etobicoke North(1),,Etobicoke Centre(2),,Dixon Rd And Islington Ave,Etobicoke York,6137,DIXON RD
4805,13468134.0,Spadina Ave,Bremner Blvd,128,313432.517,4833407.843,-79.393004,43.640562,128,"{u'type': u'Point', u'coordinates': (-79.3930040015, 43.6405620021)}",,52.0,,2017-09-28T04:00:00,FORT YORK BLVD,BREMNER BLVD,SPADINA AVE,BREMNER BLVD,128,,1579,,14,Spadina-Fort York(10),,,,Spadina Ave And Bremner Blvd / Fort York Blvd,Toronto and East York,6138,SPADINA AVE
4806,13469508.0,The Queensway,Royal York Rd,129,304587.598,4831821.8610000005,-79.50263199999999,43.626336,129,"{u'type': u'Point', u'coordinates': (-79.5026320023, 43.6263360043)}",,,,2017-06-05T04:00:00,,ROYAL YORK RD,THE QUEENSWAY,ROYAL YORK RD,129,,565,,22,Etobicoke-Lakeshore(3),,,,The Queensway And Royal York Rd,Etobicoke York,6139,THE QUEENSWAY
4807,13468803.0,Lake Shore Blvd W,Strachan Ave,130,312163.268,4832726.431,-79.408745,43.634442,130,"{u'type': u'Point', u'coordinates': (-79.4087450089, 43.6344420022)}",,,,2017-10-06T04:00:00,REMEMBRANCE DR,STRACHAN AVE,LAKE SHORE BLVD W,STRACHAN AVE,130,,222,,14,Spadina-Fort York(10),,,,Lake Shore Blvd W And Strachan Ave / Remembrance Dr,Toronto and East York,6140,LAKE SHORE BLVD W
4808,13448547.0,Lawrence Ave E,Markham Rd,131,326917.185,4846688.17,-79.225324,43.759822,131,"{u'type': u'Point', u'coordinates': (-79.2253240008, 43.7598219975)}",,,,2017-03-24T04:00:00,,MARKHAM RD,LAWRENCE AVE E,MARKHAM RD,131,,420,,43,Scarborough-Guildwood(24),,,,Lawrence Ave E And Markham Rd,Scarborough,6141,LAWRENCE AVE E
4809,13455910.0,Jane St,Falstaff Ave,132,304217.887,4841722.643999999,-79.507224,43.715456,132,"{u'type': u'Point', u'coordinates': (-79.5072239973, 43.7154560102)}",,,,2017-10-20T04:00:00,GORDON MACKAY RD,FALSTAFF AVE,JANE ST,FALSTAFF AVE,132,,531,,12,York South-Weston(5),,,,Jane St And Falstaff Ave / Gordon Mackay Rd,Etobicoke York,6142,JANE ST
4810,13454662.0,Avenue Rd,Lawrence Ave W,133,311599.49600000004,4842481.4180000005,-79.415609,43.722255,133,"{u'type': u'Point', u'coordinates': (-79.4156090061, 43.722255002)}",,53.0,,2017-03-14T04:00:00,,LAWRENCE AVE W,AVENUE RD,LAWRENCE AVE W,133,,119,,32,Eglinton-Lawrence(8),,,,Avenue Rd And Lawrence Ave W,North York,6143,AVENUE RD
4811,13443081.0,Pharmacy Ave,McNicoll Ave,134,318419.405,4851587.02,-79.33073399999999,43.804122,134,"{u'type': u'Point', u'coordinates': (-79.3307340026, 43.8041220005)}",,,,2017-03-24T04:00:00,,MCNICOLL AVE,PHARMACY AVE,MCNICOLL AVE,134,,1241,,42,Scarborough-Agincourt(22),,,,Pharmacy Ave And Mcnicoll Ave,Scarborough,6145,PHARMACY AVE
4812,13445553.0,Markham Rd,Progress Ave,135,326219.61600000004,4849121.603,-79.23389,43.781746000000005,135,"{u'type': u'Point', u'coordinates': (-79.2338900026, 43.781745998)}",,,,2017-08-11T04:00:00,,PROGRESS AVE,MARKHAM RD,PROGRESS AVE,135,,878,,43,Scarborough-Guildwood(24),,,,Markham Rd And Progress Ave,Scarborough,6146,MARKHAM RD
4813,13444062.0,Markham Rd,Sheppard Ave E,136,325824.016,4850467.187,-79.238752,43.793869,136,"{u'type': u'Point', u'coordinates': (-79.2387520051, 43.7938690047)}",,,,2017-04-11T04:00:00,,SHEPPARD AVE E,MARKHAM RD,SHEPPARD AVE E,136,,701,,42,Scarborough North(23),,,,Markham Rd And Sheppard Ave E,Scarborough,6147,MARKHAM RD
4814,13445096.0,Don Mills Rd,Van Horne Ave,137,316628.82399999996,4849719.717,-79.353029,43.787345,137,"{u'type': u'Point', u'coordinates': (-79.3530289956, 43.7873450079)}",,,,2017-07-10T04:00:00,,VAN HORNE AVE,DON MILLS RD,VAN HORNE AVE,137,,628,,33,Don Valley North(17),,,,Don Mills Rd And Van Horne Ave,North York,6148,DON MILLS RD
4815,13443095.0,Sheppard Ave E,Morningside Ave,138,328957.76,4851378.268,-79.199771,43.801974,138,"{u'type': u'Point', u'coordinates': (-79.1997710049, 43.8019740057)}",,,,2017-03-10T05:00:00,,MORNINGSIDE AVE,SHEPPARD AVE E,MORNINGSIDE AVE,138,,1108,,42,Scarborough-Rouge Park(25),,,,Sheppard Ave E And Morningside Ave,Scarborough,6149,SHEPPARD AVE E
4816,13443245.0,Morningside Ave,Milner Ave,139,329014.045,4851190.27,-79.19908000000001,43.80028,139,"{u'type': u'Point', u'coordinates': (-79.1990800063, 43.8002799963)}",,,,2017-03-10T05:00:00,,MILNER AVE,MORNINGSIDE AVE,MILNER AVE,139,,1584,,42,Scarborough-Rouge Park(25),,,,Morningside Ave And Milner Ave,Scarborough,6150,MORNINGSIDE AVE
4817,13442363.0,Kennedy Rd,McNicoll Ave,140,320733.682,4852482.495,-79.30194499999999,43.812135999999995,140,"{u'type': u'Point', u'coordinates': (-79.3019450092, 43.8121360061)}",,,,2017-09-28T04:00:00,,MCNICOLL AVE,KENNEDY RD,MCNICOLL AVE,140,,1586,,42,Scarborough-Agincourt(22),,,,Kennedy Rd And Mcnicoll Ave,Scarborough,6152,KENNEDY RD
4818,13446212.0,Markham Rd,Ellesmere Rd,141,326393.29600000003,4848532.234,-79.231756,43.776436,141,"{u'type': u'Point', u'coordinates': (-79.2317560025, 43.7764360087)}",,,,2018-02-16T05:00:00,,ELLESMERE RD,MARKHAM RD,ELLESMERE RD,141,,702,,43,Scarborough-Guildwood(24),,,,Markham Rd And Ellesmere Rd,Scarborough,6153,MARKHAM RD
4819,13466139.0,Bloor St W,Keele St,142,308022.601,4834974.484,-79.460048,43.654707,142,"{u'type': u'Point', u'coordinates': (-79.4600479973, 43.654707001)}",,,,2018-09-05T04:00:00,PARKSIDE DR,KEELE ST,BLOOR ST W,KEELE ST,142,,328,,11,Parkdale-High Park(4),,,,Bloor St W And Keele St / Parkside Dr,Toronto and East York,6154,BLOOR ST W
4820,13461355.0,Eglinton Ave W,Scarlett Rd,143,303876.30600000004,4838223.847,-79.511457,43.683962,143,"{u'type': u'Point', u'coordinates': (-79.5114570043, 43.6839620013)}",,22.0,,2019-06-03T04:00:00,,SCARLETT RD,EGLINTON AVE W,SCARLETT RD,143,,784,,23,Etobicoke Centre(2),,,,Eglinton Ave W And Scarlett Rd,Etobicoke York,6155,EGLINTON AVE W
4821,13445306.0,Steeles Ave W,Dufferin St,144,307207.36199999996,4849702.765,-79.470089,43.787283,144,"{u'type': u'Point', u'coordinates': (-79.4700889909, 43.7872830029)}",,,,2018-09-05T04:00:00,,DUFFERIN ST,STEELES AVE W,DUFFERIN ST,144,,619,,32,York Centre(6),,,,Steeles Ave W And Dufferin St,North York,6156,STEELES AVE W
4822,13463882.0,Dufferin St,Dupont St,145,309716.424,4836503.843,-79.439035,43.668464,145,"{u'type': u'Point', u'coordinates': (-79.4390350097, 43.6684640113)}",,14.0,,2018-11-28T05:00:00,,DUPONT ST,DUFFERIN ST,DUPONT ST,145,,608,,11,Davenport(9),,,,Dufferin St And Dupont St,Toronto and East York,6157,DUFFERIN ST
4823,13467841.0,Bloor St W,Islington Ave,146,302909.13300000003,4833856.478,-79.523438,43.644648,146,"{u'type': u'Point', u'coordinates': (-79.5234379985, 43.6446480025)}",,,,2018-11-28T05:00:00,,ISLINGTON AVE,BLOOR ST W,ISLINGTON AVE,146,,339,,22,Etobicoke-Lakeshore(3),,,,Bloor St W And Islington Ave,Etobicoke York,6158,BLOOR ST W
4824,,,,147,295612.693,4846172.56,-79.61409,43.755454,147,"{u'type': u'Point', u'coordinates': (-79.614089995, 43.7554540003)}",,,,2019-06-03T04:00:00,,HIGHWAY 27,STEELES AVE W,HIGHWAY 27,147,,1793,,23,Etobicoke North(1),,,,Steeles Ave W And Highway 27,Etobicoke York,6159,STEELES AVE W
4825,13447608.0,Steeles Ave W,Signet Dr,148,301302.17100000003,4847885.371,-79.543448,43.770920000000004,148,"{u'type': u'Point', u'coordinates': (-79.543448001, 43.7709200085)}",,,,2019-06-03T04:00:00,WESTON RD,SIGNET DR,STEELES AVE W,SIGNET DR,148,,1232,,31,Humber River-Black Creek(7),,,,Steeles Ave W And Signet Dr / Weston Rd,Etobicoke York,6161,STEELES AVE W
